"['.DAHUA', '19,5""', 'DHI-LM20-A202V,TN,', 'BLACK', '1600x', '900', '16:9', 'HD;', '600:1;250cd/m2;', '5ms,VGA']"/['5850', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/1_2155_2973.jpg"
"['Монитор', 'LCD', '20""', 'DAHUA', 'DHI-LM20-A202V', '(1600x900,', '5ms,', '75Hz,', '250cd/m2,', '600:1,', '90°/65°,', 'VGA)', 'Black']"/['5940', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/2b7060a297c99545223f76f7e86e9ce5_2998.jpg"
"['PHILIPS', '18,5""', '193V5LSB2,LED,BLACK', '1366', 'x', '768', '16:9', 'HD;', '10000000:1', ';', '200cd/m2;', '5ms,VGA']"/['6570', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/resized/2_2072.jpg"
"['.UNIVIEW', '21.5""', 'MW-LC22', 'LED', 'VA', 'FHD', '16:9/75Hz/14ms/3000:1/178/178/250cd/m2/1920×1080', 'VGA', 'HDMI']"/['6885', 'Сом']/"https://enter.kg//images/yandex.png"
"['Монитор', '21,5""', 'PHILIPS', '223V5LHSB2/01', '1920x1080,TN,', '5ms,', '60Hz,', '200cd/m2,', '600:1,', '90°/65°,', 'VGA,', 'HDMI,', 'VESA', '100x100,', 'Black', '(VGA', 'cable', '1.2m)']"/['7110', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/monitor-lcd-215-philips-223v5lhsb2-01-1920x1080tn5ms60hz200-cd-m2600-190-65vgahdmivesa-100x100black_7951.jpg"
"['Монитор', 'LCD', '22""', 'DAHUA', 'DHI-LM22-B200S', '(1920x1080,', '5ms,', '75Hz,', '250cd/m2,', '3000:1,', '178°/178°,', 'VGA,', 'HDMI)', 'Black']"/['7155', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (29)_6907.jfif"
"['SAMSUNG', '21.5""', 'LS22A330NHMXUE', 'VA', '6ms,10000000:1,250', 'кд/м2,', '1920x1080,178/178', 'VGA', 'HDMI']"/['7470', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (4)_4332.jpeg"
"['Монитор', 'LCD', '22""', 'DAHUA', 'DHI-LM22-H200', '(1920x1080,', '6,5ms,', '60Hz,', '250cd/m2,', '3000:1,', '178°/178°,', 'VGA,', 'HDMI,', 'Динамики)', 'Black']"/['7920', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (30)_2794.jfif"
"['Монитор', 'LCD', '21.5""', 'AOC', '22B2H', 'Black,', 'VA,1920x1080,', '3000:1(20000000:1),', '250cd/m2,', '75Hz,178/178,', '4ms,FlickerFree,LowBlueLight,', 'D-Sub,', 'HDMI,', '3,5mm', 'Jack,', 'крепление', 'Vesa100x100,', 'узкая', 'рамка,HDMI', 'в', 'комплекте']"/['7965', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/4_2347.png"
"['Монитор', 'LCD', '21.5"",', 'Samsung', 'LF22T350FHIXCI,', 'IPS,', '1920x1080,', '1000:1,', '250cd/m2,', '178/178,', '75Hz,', '5ms,', 'D-Sub,', 'HDMI']"/['8370', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (6)_6244.jpeg"
"['.HIKVISION', '21.5""', 'DS-D5022FN-C', 'LED', 'FHD', '16:9/5ms/1000:1/178/178/250cd/m2/1920x1080', 'VGA', 'HDMI']"/['8730', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/1_5947.jfif"
"['Монитор', 'LCD', '21.5"",', 'Viewsonic', 'VA2215-H,', 'Black,', 'VA,', '1920x1080,', '3000:1(DCR50000000:1),', '250cd/m2,', '5ms,', '75Ghz,', '178°/178°,', 'VGA,', 'HDMI,', 'Audio-Out']"/['8766', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (7)_6147.jpeg"
"['.HIKVISION', '23.8""', 'DS-D5024FN', 'LED', 'VA', '16:9/14ms/1000:1/178/178/250cd/m2/1920x1080', 'FHD', 'VGA', 'HDMI']"/['8820', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия_8032.jpg"
"['.UNIARCH', '23.8""', 'MT-24-L', 'LED', 'VA', 'FHD', '16:9/14ms/1000:1/178/178/250cd/m2/1920×1080', 'VGA', 'HDMI']"/['8910', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/3_2672.jfif"
"['PHILIPS', '23,8""', '241V8L', 'VA', 'WIDE', '1920x1080', '178/178', '10000000:1', '250kd/m2', '4ms', 'VGA,', 'HDMI']"/['8910', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/3_7530.jpg"
"['.LG', '21.5""', '22MP410-B', 'VA', 'LED', '5ms/1000000:1/178/178/1920x1080', 'FullHD', 'VGA', 'HDMI']"/['9000', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/9d61188be1ab1482a1380808fd334458_6841.jpg"
"['Монитор', 'LCD', '22"",', 'Viewsonic', 'VA2223-H,', 'Black,', '1920x1080,', '600:1(DCR50000000:1),', '250cd/m2,', '5ms,', '75Ghz,', '90°/65°,', 'VGA,', 'HDMI']"/['9000', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/2_8525.jfif"
"['Монитор', 'LCD', '21.5""', 'LG', '22MP410-B,', 'VA,', 'Black,', '1920x1080,', '3000:1,', '250cd/m2,', '178/178,', '5ms,', 'VGA,', 'HDMI']"/['9090', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (22)_3522.jfif"
"['ACER', '23.8""', 'K243Y', 'IPS', 'LED', '1ms,10000000:1,250', 'кд/м2,1920x1080', '75Hz,178/178', 'VGA', 'HDMI']"/['9180', 'Сом']/"https://enter.kg//images/novinka.gif"
"['Монитор', 'LCD', '21.5""', 'LG', '22MP400-B', 'VA', 'LED', '5ms/1000000:1/178/178/1920x1080', 'FullHD', 'VGA', 'HDMI']"/['9180', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/2_8428_1581.jpg"
"['.UNIVIEW', '21.5""', 'MW3222-V', 'LED', 'FHD', '16:9/5ms/1000:1/170/160/250cd/m2/1920×1080', 'VGA', 'HDMI', 'Speaker', '2x2W']"/['9315', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/атпатимтмитми_2402.jfif"
"['Монитор', 'LCD', '23.8""', 'Xiaomi', 'Mi', '1C', 'IPS', '1920x1080,', '16:9,', '178°/178°,', '250d/m2,', '1000', ':1,', '6ms,', 'VGA,', 'HDMI)', '[RMMNT238NF/BHR4510GL]']"/['9585', 'Сом']/"https://enter.kg//images/novinka.gif"
"['.DAHUA', '21.5""', 'DHL22-L200', 'LED', 'FHD', '16:9/5ms/1000:1/170/160/250cd/m2/1920x1080', 'VGA', 'HDMI']"/['9630', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/7_4930.jpg"
"['AOC', '23.8""', '24B3HM', 'VA', 'LED', '4ms,20000000:1,250', 'кд/м2,1920', 'x', '1080,178/178', 'VGA', 'HDMI']"/['9630', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/bc17ef97923943d9b412c4cbe85e5fdef177845df14607a65d585ef21638e4c3_8173.jpg"
"['.LG', '24""', '24MP400-B', 'IPS', 'LED', '5ms/1000000:1/178/178/1920x1080', 'FullHD', 'VGA', 'HDMI']"/['9720', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/mnt-24mp400-03-ergonomic-design-m_6981.jpg"
"['Монитор', 'LCD', '23.8""', 'LG', '24MP400-B', 'Black,', 'IPS,', '1920x1080,', 'AMD', 'FreeSync,', '1000:1,', '250', 'cd/m2,', '178/178,', '5ms,', 'HDMI,', 'VGA,', 'регулировка', 'наклона,', 'в', 'комплекте', 'кабель', 'HDMI']"/['9765', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/2_5613.webp"
"['PHILIPS', '23.6""', '243V5QHABA', 'MVA', 'WIDE', '1920x1080', '10000000:1', '8ms', 'DVI-D', 'VGA', 'HDMI', 'Speakers', '2x2Watt']"/['9810', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (13)_1000.jfif"
"['Монитор', 'LCD', '24""', 'DAHUA', 'DHI-LM24-B200S', '(1920x1080,', '5ms,', '75Hz,', '250cd/m2,', '3000:1,', '178°/178°,', 'VGA,', 'HDMI)', 'Black']"/['9900', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/dahuadhi-lm24-b200s23.8_fhdmonitor_0ace34ac-d97c-4bfc-aec5-e8771697ba11_1576.webp"
"['.LG', '23.8""', '24MK600M-B', 'IPS', 'LED', '5ms', '1000000:1', '250cd/m2', '178/178', '1920x1080', 'FullHD', '2xHDMI', 'VGA']"/['10098', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/8_6324.jfif"
"['Монитор', 'LCD', '24""', 'Samsung', 'LS24C310EAIXCI', 'Black,', 'IPS,', '1920x1080,', '1000:1', '(Mega),', '250cd/m2,', '75Hz,', '178/178,', '5ms,', 'VGA,', 'HDMI']"/['10247', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/3_1685.jpeg"
"['Монитор', 'LCD', '24""', 'Samsung', 'LF24T352FHIXCI', 'Black,', 'IPS,', '1920x1080,', '1000:1', '(Mega),', '250cd/m2,', '75Ghz,', '5ms,', 'D-SUB', '(VGA),', 'HDMI']"/['10296', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/0530e591f64af07f49bdc4ba429d607a_5421.png"
"['Монитор', 'LCD', '23.8"",', 'Samsung', 'LF24T350FHIXCI', 'Black,', 'IPS,', '1920x1080,', '1000:1,', '250cd/m2,', '178/178,', '5ms,', '75', 'Гц,', 'AMD', 'FreeSync,', 'Flicker', 'Free,', 'D-Sub,', 'HDMI,', 'в', 'комплекте', 'кабель', 'HDMI']"/['10395', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (23)_6967.jfif"
"['Монитор', 'LCD', '23.8""', 'AOC', '24B2XDA', 'Black,', 'IPS,', '1920x1080,', '1000:1', '(20000000:1),', '250cd/m2,', '178/178,', '75Hz,', '4ms,', 'VGA,', 'HDMI,', 'DVI,', 'Headphone-Out,', 'Speakers', '2x2W']"/['10445', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/22_6526.jfif"
"['Монитор', '23,8""', 'PHILIPS', '243V7QDAB/01', '1920x1080,', 'IPS,', '4ms,', '75Hz,', '250cd/m2,', '1000:1,', '178°/178°,', 'VGA,', 'HDMI,', 'Динамики,', 'VESA', '100x100,', 'Black', '(HDMI', 'cable)']"/['10494', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/philips-243v7qdab-01-monitor-238-lcd-ips-16-9-1920kh1080fhd-nonglare-250cd-m2-h178-v178-10m-1-5ms-vga-dvi-hdmi-tilt-speakers-aud (1)_4781.jpg"
"['AOC', '21.5""', 'LED', 'LCD', 'E2270SWHN/01', 'Black,', '1920x1080,', '700:1', '(20000000:1),', '200cd/m2,', 'HDMI+VGA,out', 'Audiojack']"/['10692', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/2_2916.jpg"
"['.UNIVIEW', '27""', 'MW3227-L', 'IPS', 'LED', 'FHD', '16:9/14ms/800:1/178/178/250cd/m2/1920×1080', 'VGA', 'HDMI']"/['10791', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/6_4873.jpg"
"['Монитор', 'LCD', '23""', 'ASUS', 'VC239HE-W,', 'IPS,', '1920x1080,', '1000:1(Mega),', '250', 'кд/м2,', '178/178,', '5ms,', '60Hz,', 'Low', 'Blue', 'Light,', 'VESA', '100', 'x', '100', 'мм,', 'белый,', 'VGA,', 'HDMI']"/['10791', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/без названия (47)_7758.jfif"
"['LED', 'LCD', '21.5"",', 'AOC', 'E2270SWHN/01,', 'Black,', 'Full', 'HD', '1920x1080,', '20000000:1,', '200cd/m2,', '170/170,', '5ms,', 'out', 'Audiojack,', 'VGA,', 'HDMI']"/['11088', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/4_6106.jpg"
"['Монитор', 'LCD', '23.5"",', 'Samsung', 'LC24F396FHIXCI', 'Curved,', '1920x1080,', '3000:1,', '250cd/m2,', '178/178,', '4ms,', 'D-Sub,', 'HDMI,', 'Flicker', 'Free,', 'FreeSync,', 'в', 'комплекте:', 'кабель', 'HDMI,', 'изогнутый', 'тонкий', 'корпус']"/['11237', 'Сом']/"https://enter.kg//images/stories/virtuemart/product/lc24f396fhixci-5_6232.jpg"
